trip_id,driver_id,timestamp,motion_score,audio_score
TRIP008,DRV050,2024-02-06 06:08:16,0.0,0.675
TRIP008,DRV050,2024-02-06 06:08:24,0.259,0.0
TRIP007,DRV095,2024-02-06 06:08:24,0.0,0.511
TRIP030,DRV150,2024-02-06 06:08:28,0.0,0.125
TRIP026,DRV024,2024-02-06 06:08:30,0.402,0.0
TRIP030,DRV150,2024-02-06 06:08:31,0.308,0.0
TRIP016,DRV067,2024-02-06 06:08:39,0.348,0.0
TRIP001,DRV107,2024-02-06 06:08:55,0.0,0.348
TRIP029,DRV106,2024-02-06 06:09:01,0.0,0.391
TRIP025,DRV188,2024-02-06 06:09:07,0.367,0.0
TRIP004,DRV210,2024-02-06 06:09:07,0.0,0.161
TRIP009,DRV070,2024-02-06 06:09:26,0.104,0.0
TRIP006,DRV077,2024-02-06 06:09:29,0.192,0.0
TRIP021,DRV142,2024-02-06 06:09:30,0.0,0.025
TRIP025,DRV188,2024-02-06 06:09:40,0.346,0.0
TRIP011,DRV112,2024-02-06 06:09:44,0.0,0.248
TRIP016,DRV067,2024-02-06 06:09:45,0.0,0.188
TRIP024,DRV189,2024-02-06 06:09:50,0.122,0.0
TRIP017,DRV144,2024-02-06 06:09:52,0.0,0.675
TRIP003,DRV003,2024-02-06 06:10:00,0.249,0.0
TRIP018,DRV161,2024-02-06 06:10:01,0.0,0.068
TRIP026,DRV024,2024-02-06 06:10:04,0.0,0.764
TRIP008,DRV050,2024-02-06 06:10:09,0.0,0.618
TRIP001,DRV107,2024-02-06 06:10:11,0.0,0.565
TRIP027,DRV136,2024-02-06 06:10:17,0.409,0.0
TRIP021,DRV142,2024-02-06 06:10:18,0.152,0.179
TRIP011,DRV112,2024-02-06 06:10:18,0.0,0.864
TRIP010,DRV145,2024-02-06 06:10:19,0.394,0.0
TRIP015,DRV111,2024-02-06 06:10:28,0.0,0.225
TRIP030,DRV150,2024-02-06 06:10:29,0.143,0.0
TRIP019,DRV045,2024-02-06 06:10:30,0.0,0.941
TRIP003,DRV003,2024-02-06 06:10:33,0.0,0.761
TRIP013,DRV096,2024-02-06 06:10:34,0.306,0.0
TRIP005,DRV206,2024-02-06 06:10:49,0.0,0.248
TRIP004,DRV210,2024-02-06 06:10:53,0.0,0.225
TRIP007,DRV095,2024-02-06 06:10:59,0.238,0.0
TRIP006,DRV077,2024-02-06 06:11:00,0.0,0.307
TRIP030,DRV150,2024-02-06 06:11:01,0.415,0.0
TRIP018,DRV161,2024-02-06 06:11:05,0.0,0.456
TRIP012,DRV042,2024-02-06 06:11:09,0.334,0.0
TRIP003,DRV003,2024-02-06 06:11:11,0.0,0.356
TRIP012,DRV042,2024-02-06 06:11:16,0.337,0.0
TRIP017,DRV144,2024-02-06 06:11:17,0.212,0.0
TRIP016,DRV067,2024-02-06 06:11:19,0.452,0.0
TRIP030,DRV150,2024-02-06 06:11:26,0.0,0.251
TRIP019,DRV045,2024-02-06 06:11:28,0.0,0.671
TRIP026,DRV024,2024-02-06 06:11:34,0.0,0.296
TRIP005,DRV206,2024-02-06 06:11:42,0.211,0.0
TRIP022,DRV048,2024-02-06 06:11:51,0.0,0.282
TRIP016,DRV067,2024-02-06 06:11:54,0.0,0.802
TRIP009,DRV070,2024-02-06 06:11:58,0.258,0.0
TRIP001,DRV107,2024-02-06 06:12:00,0.183,0.0
TRIP023,DRV091,2024-02-06 06:12:02,0.172,0.0
TRIP019,DRV045,2024-02-06 06:12:02,0.0,0.025
TRIP020,DRV157,2024-02-06 06:12:26,0.312,0.0
TRIP017,DRV144,2024-02-06 06:12:31,0.0,0.211
TRIP026,DRV024,2024-02-06 06:12:38,0.191,0.0
TRIP001,DRV107,2024-02-06 06:12:48,0.284,0.0
TRIP017,DRV144,2024-02-06 06:12:51,0.0,0.093
TRIP011,DRV112,2024-02-06 06:13:00,0.263,0.0
TRIP012,DRV042,2024-02-06 06:13:03,0.0,0.336
TRIP008,DRV050,2024-02-06 06:13:03,0.444,0.0
TRIP029,DRV106,2024-02-06 06:13:04,0.361,0.0
TRIP011,DRV112,2024-02-06 06:13:11,0.25,0.0
TRIP029,DRV106,2024-02-06 06:13:11,0.0,0.101
TRIP017,DRV144,2024-02-06 06:13:12,0.0,0.196
TRIP013,DRV096,2024-02-06 06:13:28,0.0,0.11
TRIP029,DRV106,2024-02-06 06:13:36,0.191,0.0
TRIP029,DRV106,2024-02-06 06:13:39,0.0,0.499
TRIP003,DRV003,2024-02-06 06:13:40,0.0,0.256
TRIP010,DRV145,2024-02-06 06:13:44,0.346,0.0
TRIP025,DRV188,2024-02-06 06:13:45,0.0,0.094
TRIP001,DRV107,2024-02-06 06:13:48,0.397,0.0
TRIP010,DRV145,2024-02-06 06:13:57,0.0,0.05
TRIP017,DRV144,2024-02-06 06:14:01,0.0,0.459
TRIP005,DRV206,2024-02-06 06:14:05,0.0,0.299
TRIP004,DRV210,2024-02-06 06:14:06,0.0,0.726
TRIP017,DRV144,2024-02-06 06:14:10,0.0,0.476
TRIP014,DRV032,2024-02-06 06:14:26,0.429,0.0
TRIP018,DRV161,2024-02-06 06:14:26,0.495,0.0
TRIP027,DRV136,2024-02-06 06:14:35,0.0,0.271
TRIP003,DRV003,2024-02-06 06:14:41,0.0,0.247
TRIP018,DRV161,2024-02-06 06:14:44,0.358,0.0
TRIP020,DRV157,2024-02-06 06:14:50,0.0,0.523
TRIP006,DRV077,2024-02-06 06:15:00,0.0,0.319
TRIP009,DRV070,2024-02-06 06:15:00,0.096,0.0
TRIP007,DRV095,2024-02-06 06:15:02,0.218,0.0
TRIP001,DRV107,2024-02-06 06:15:03,0.0,0.268
TRIP017,DRV144,2024-02-06 06:15:05,0.336,0.0
TRIP012,DRV042,2024-02-06 06:15:05,0.0,0.348
TRIP010,DRV145,2024-02-06 06:15:13,0.0,0.872
TRIP017,DRV144,2024-02-06 06:15:14,0.0,0.829
TRIP022,DRV048,2024-02-06 06:15:21,0.0,0.194
TRIP010,DRV145,2024-02-06 06:15:28,0.0,0.508
TRIP021,DRV142,2024-02-06 06:15:29,0.215,0.0
TRIP006,DRV077,2024-02-06 06:15:31,0.258,0.0
TRIP017,DRV144,2024-02-06 06:15:36,0.0,0.05
TRIP001,DRV107,2024-02-06 06:15:42,0.44,0.0
TRIP008,DRV050,2024-02-06 06:15:43,0.0,0.11
TRIP008,DRV050,2024-02-06 06:15:44,0.307,0.0
TRIP021,DRV142,2024-02-06 06:15:46,0.333,0.0
TRIP018,DRV161,2024-02-06 06:15:46,0.0,0.365
TRIP010,DRV145,2024-02-06 06:15:48,0.0,0.915
TRIP027,DRV136,2024-02-06 06:15:51,0.438,0.0
TRIP015,DRV111,2024-02-06 06:15:54,0.0,0.761
TRIP017,DRV144,2024-02-06 06:15:56,0.0,0.262
TRIP004,DRV210,2024-02-06 06:15:56,0.373,0.0
TRIP024,DRV189,2024-02-06 06:15:59,0.361,0.0
TRIP010,DRV145,2024-02-06 06:15:59,0.418,0.0
TRIP005,DRV206,2024-02-06 06:16:08,0.183,0.0
TRIP026,DRV024,2024-02-06 06:16:10,0.0,0.379
TRIP009,DRV070,2024-02-06 06:16:11,0.247,0.0
TRIP005,DRV206,2024-02-06 06:16:19,0.0,0.225
TRIP024,DRV189,2024-02-06 06:16:21,0.0,0.05
TRIP026,DRV024,2024-02-06 06:16:51,0.0,0.125
TRIP021,DRV142,2024-02-06 06:16:51,0.263,0.0
TRIP010,DRV145,2024-02-06 06:16:53,0.0,0.872
TRIP026,DRV024,2024-02-06 06:17:03,0.258,0.0
TRIP013,DRV096,2024-02-06 06:17:04,0.0,0.025
TRIP014,DRV032,2024-02-06 06:17:07,0.0,0.431
TRIP003,DRV003,2024-02-06 06:17:09,0.0,0.273
TRIP022,DRV048,2024-02-06 06:17:09,0.0,0.382
TRIP015,DRV111,2024-02-06 06:17:11,0.211,0.0
TRIP013,DRV096,2024-02-06 06:17:12,0.0,0.594
TRIP005,DRV206,2024-02-06 06:17:19,0.409,0.0
TRIP017,DRV144,2024-02-06 06:17:19,0.377,0.0
TRIP021,DRV142,2024-02-06 06:17:22,0.326,0.0
TRIP012,DRV042,2024-02-06 06:17:27,0.263,0.0
TRIP012,DRV042,2024-02-06 06:17:30,0.0,0.838
TRIP026,DRV024,2024-02-06 06:17:35,0.341,0.0
TRIP012,DRV042,2024-02-06 06:17:42,0.0,0.051
TRIP006,DRV077,2024-02-06 06:17:53,0.0,0.889
TRIP016,DRV067,2024-02-06 06:17:54,0.384,0.0
TRIP025,DRV188,2024-02-06 06:18:06,0.344,0.0
TRIP012,DRV042,2024-02-06 06:18:06,0.435,0.0
TRIP014,DRV032,2024-02-06 06:18:09,0.0,0.127
TRIP015,DRV111,2024-02-06 06:18:11,0.0,0.576
TRIP008,DRV050,2024-02-06 06:18:13,0.077,0.0
TRIP008,DRV050,2024-02-06 06:18:15,0.0,0.769
TRIP004,DRV210,2024-02-06 06:18:17,0.46,0.0
TRIP019,DRV045,2024-02-06 06:18:19,0.0,0.05
TRIP006,DRV077,2024-02-06 06:18:20,0.0,0.482
TRIP023,DRV091,2024-02-06 06:18:22,0.405,0.0
TRIP027,DRV136,2024-02-06 06:18:23,0.0,0.542
TRIP019,DRV045,2024-02-06 06:18:23,0.236,0.0
TRIP021,DRV142,2024-02-06 06:18:28,0.04,0.0
TRIP018,DRV161,2024-02-06 06:18:30,0.0,0.151
TRIP030,DRV150,2024-02-06 06:18:32,0.216,0.0
TRIP021,DRV142,2024-02-06 06:18:32,0.0,0.379
TRIP028,DRV189,2024-02-06 06:18:35,0.428,0.0
TRIP027,DRV136,2024-02-06 06:18:41,0.0,0.196
TRIP023,DRV091,2024-02-06 06:18:44,0.0,0.654
TRIP010,DRV145,2024-02-06 06:18:46,0.052,0.0
TRIP026,DRV024,2024-02-06 06:18:49,0.0,0.374
TRIP005,DRV206,2024-02-06 06:18:51,0.083,0.0
TRIP012,DRV042,2024-02-06 06:18:53,0.0,0.051
TRIP006,DRV077,2024-02-06 06:19:08,0.032,0.0
TRIP027,DRV136,2024-02-06 06:19:14,0.0,0.025
TRIP003,DRV003,2024-02-06 06:19:15,0.0,0.025
TRIP005,DRV206,2024-02-06 06:19:15,0.425,0.0
TRIP002,DRV188,2024-02-06 06:19:16,0.263,0.0
TRIP013,DRV096,2024-02-06 06:19:21,0.0,0.412
TRIP006,DRV077,2024-02-06 06:19:22,0.364,0.0
TRIP013,DRV096,2024-02-06 06:19:25,0.212,0.0
TRIP018,DRV161,2024-02-06 06:19:32,0.0,0.294
TRIP030,DRV150,2024-02-06 06:19:34,0.263,0.0
TRIP028,DRV189,2024-02-06 06:19:38,0.224,0.0
TRIP030,DRV150,2024-02-06 06:19:43,0.0,0.391
TRIP019,DRV045,2024-02-06 06:19:49,0.0,0.05
TRIP001,DRV107,2024-02-06 06:19:49,0.423,0.0
TRIP016,DRV067,2024-02-06 06:20:11,0.163,0.0
TRIP007,DRV095,2024-02-06 06:20:20,0.243,0.0
TRIP005,DRV206,2024-02-06 06:20:21,0.122,0.0
TRIP001,DRV107,2024-02-06 06:20:22,0.0,0.254
TRIP021,DRV142,2024-02-06 06:20:23,0.27,0.0
TRIP022,DRV048,2024-02-06 06:20:23,0.181,0.0
TRIP015,DRV111,2024-02-06 06:20:24,0.0,0.742
TRIP008,DRV050,2024-02-06 06:20:27,0.344,0.0
TRIP014,DRV032,2024-02-06 06:20:35,0.411,0.0
TRIP024,DRV189,2024-02-06 06:20:40,0.0,0.294
TRIP005,DRV206,2024-02-06 06:20:41,0.0,0.196
TRIP020,DRV157,2024-02-06 06:20:47,0.468,0.0
TRIP006,DRV077,2024-02-06 06:20:51,0.0,0.439
TRIP007,DRV095,2024-02-06 06:20:53,0.0,0.701
TRIP011,DRV112,2024-02-06 06:20:55,0.0,0.093
TRIP012,DRV042,2024-02-06 06:20:58,0.0,0.05
TRIP013,DRV096,2024-02-06 06:21:02,0.0,0.399
TRIP013,DRV096,2024-02-06 06:21:06,0.402,0.0
TRIP012,DRV042,2024-02-06 06:21:08,0.422,0.0
TRIP028,DRV189,2024-02-06 06:21:11,0.275,0.0
TRIP027,DRV136,2024-02-06 06:21:16,0.0,0.632
TRIP022,DRV048,2024-02-06 06:21:18,0.0,0.782
TRIP025,DRV188,2024-02-06 06:21:20,0.234,0.0
TRIP022,DRV048,2024-02-06 06:21:20,0.344,0.0
TRIP005,DRV206,2024-02-06 06:21:20,0.0,0.559
TRIP029,DRV106,2024-02-06 06:21:24,0.0,0.288
TRIP022,DRV048,2024-02-06 06:21:25,0.303,0.0
TRIP027,DRV136,2024-02-06 06:21:41,0.411,0.0
TRIP010,DRV145,2024-02-06 06:21:43,0.132,0.0
TRIP008,DRV050,2024-02-06 06:21:46,0.0,0.025
TRIP020,DRV157,2024-02-06 06:21:48,0.0,0.225
TRIP025,DRV188,2024-02-06 06:21:53,0.0,0.941
TRIP009,DRV070,2024-02-06 06:21:53,0.304,0.0
TRIP002,DRV188,2024-02-06 06:22:00,0.444,0.0
TRIP025,DRV188,2024-02-06 06:22:01,0.0,0.194
TRIP007,DRV095,2024-02-06 06:22:10,0.309,0.0
TRIP016,DRV067,2024-02-06 06:22:12,0.0,0.125
TRIP005,DRV206,2024-02-06 06:22:18,0.0,0.085
TRIP020,DRV157,2024-02-06 06:22:35,0.263,0.0
TRIP018,DRV161,2024-02-06 06:22:37,0.188,0.0
TRIP021,DRV142,2024-02-06 06:22:52,0.3,0.0
TRIP003,DRV003,2024-02-06 06:22:52,0.081,0.0
TRIP003,DRV003,2024-02-06 06:22:54,0.0,0.439
TRIP011,DRV112,2024-02-06 06:22:59,0.0,0.225
TRIP004,DRV210,2024-02-06 06:23:13,0.0,0.675
TRIP027,DRV136,2024-02-06 06:23:14,0.0,0.025
TRIP004,DRV210,2024-02-06 06:23:15,0.0,0.025
TRIP022,DRV048,2024-02-06 06:23:23,0.388,0.0
TRIP006,DRV077,2024-02-06 06:23:32,0.0,0.236
TRIP026,DRV024,2024-02-06 06:23:36,0.23,0.0
TRIP016,DRV067,2024-02-06 06:23:37,0.0,0.262
TRIP026,DRV024,2024-02-06 06:23:39,0.0,0.534
TRIP013,DRV096,2024-02-06 06:23:52,0.319,0.0
TRIP012,DRV042,2024-02-06 06:23:54,0.0,0.358
TRIP019,DRV045,2024-02-06 06:23:54,0.0,0.05
TRIP021,DRV142,2024-02-06 06:23:55,0.192,0.0
TRIP026,DRV024,2024-02-06 06:23:56,0.422,0.0
TRIP023,DRV091,2024-02-06 06:24:03,0.0,0.262
TRIP003,DRV003,2024-02-06 06:24:09,0.238,0.0
TRIP016,DRV067,2024-02-06 06:24:11,0.0,0.305
TRIP003,DRV003,2024-02-06 06:24:30,0.234,0.0
TRIP009,DRV070,2024-02-06 06:24:36,0.263,0.0
TRIP006,DRV077,2024-02-06 06:24:57,0.0,0.739
TRIP024,DRV189,2024-02-06 06:25:05,0.334,0.0
TRIP001,DRV107,2024-02-06 06:25:06,0.0,0.225
TRIP013,DRV096,2024-02-06 06:25:13,0.411,0.0
TRIP008,DRV050,2024-02-06 06:25:16,0.0,0.225
TRIP024,DRV189,2024-02-06 06:25:20,0.406,0.0
TRIP021,DRV142,2024-02-06 06:25:25,0.258,0.0
TRIP009,DRV070,2024-02-06 06:25:29,0.191,0.0
TRIP007,DRV095,2024-02-06 06:25:31,0.146,0.0
TRIP009,DRV070,2024-02-06 06:25:33,0.333,0.0
TRIP006,DRV077,2024-02-06 06:25:33,0.0,0.051
TRIP022,DRV048,2024-02-06 06:25:39,0.4,0.0
TRIP021,DRV142,2024-02-06 06:25:43,0.376,0.0
TRIP021,DRV142,2024-02-06 06:25:44,0.09,0.0
TRIP022,DRV048,2024-02-06 06:25:45,0.0,0.222
TRIP022,DRV048,2024-02-06 06:25:46,0.428,0.0
TRIP003,DRV003,2024-02-06 06:25:52,0.183,0.0
TRIP003,DRV003,2024-02-06 06:25:57,0.233,0.0
TRIP005,DRV206,2024-02-06 06:25:57,0.0,0.594
TRIP007,DRV095,2024-02-06 06:26:02,0.0,0.225
TRIP015,DRV111,2024-02-06 06:26:02,0.0,0.403
TRIP022,DRV048,2024-02-06 06:26:06,0.298,0.0
TRIP020,DRV157,2024-02-06 06:26:08,0.0,0.05
TRIP006,DRV077,2024-02-06 06:26:12,0.0,0.225
TRIP030,DRV150,2024-02-06 06:26:14,0.0,0.675
TRIP022,DRV048,2024-02-06 06:26:21,0.0,0.941
TRIP012,DRV042,2024-02-06 06:26:26,0.233,0.0
TRIP009,DRV070,2024-02-06 06:26:27,0.0,0.684
TRIP014,DRV032,2024-02-06 06:26:42,0.461,0.0
TRIP021,DRV142,2024-02-06 06:26:43,0.0,0.642
TRIP010,DRV145,2024-02-06 06:26:44,0.324,0.0
TRIP023,DRV091,2024-02-06 06:27:10,0.122,0.0
TRIP030,DRV150,2024-02-06 06:27:12,0.0,0.279
TRIP004,DRV210,2024-02-06 06:27:32,0.146,0.0
TRIP026,DRV024,2024-02-06 06:27:33,0.0,0.465
TRIP024,DRV189,2024-02-06 06:27:35,0.461,0.0
TRIP002,DRV188,2024-02-06 06:27:37,0.0,0.456
TRIP003,DRV003,2024-02-06 06:27:39,0.0,0.365
TRIP019,DRV045,2024-02-06 06:27:41,0.263,0.0
TRIP016,DRV067,2024-02-06 06:27:50,0.0,0.125
TRIP018,DRV161,2024-02-06 06:28:12,0.077,0.0
TRIP029,DRV106,2024-02-06 06:28:20,0.271,0.0
TRIP024,DRV189,2024-02-06 06:28:21,0.409,0.0
TRIP011,DRV112,2024-02-06 06:28:25,0.317,0.0
TRIP025,DRV188,2024-02-06 06:28:42,0.0,0.127
TRIP022,DRV048,2024-02-06 06:28:52,0.361,0.0
TRIP028,DRV189,2024-02-06 06:28:57,0.0,0.783
TRIP011,DRV112,2024-02-06 06:29:04,0.254,0.0
TRIP011,DRV112,2024-02-06 06:29:09,0.0,0.379
TRIP005,DRV206,2024-02-06 06:29:22,0.331,0.0
TRIP024,DRV189,2024-02-06 06:29:22,0.0,0.285
TRIP004,DRV210,2024-02-06 06:29:24,0.091,0.0
TRIP014,DRV032,2024-02-06 06:29:24,0.231,0.0
TRIP011,DRV112,2024-02-06 06:29:24,0.324,0.382
TRIP012,DRV042,2024-02-06 06:29:25,0.0,0.662
TRIP025,DRV188,2024-02-06 06:29:28,0.0,0.05
TRIP013,DRV096,2024-02-06 06:29:29,0.0,0.431
TRIP008,DRV050,2024-02-06 06:29:32,0.0,0.125
TRIP018,DRV161,2024-02-06 06:29:34,0.032,0.0
TRIP017,DRV144,2024-02-06 06:29:38,0.0,0.025
TRIP030,DRV150,2024-02-06 06:29:43,0.291,0.0
TRIP030,DRV150,2024-02-06 06:29:44,0.115,0.0
TRIP026,DRV024,2024-02-06 06:29:57,0.392,0.0
TRIP005,DRV206,2024-02-06 06:29:58,0.0,0.846
TRIP022,DRV048,2024-02-06 06:29:58,0.083,0.0
TRIP001,DRV107,2024-02-06 06:45:00,0.032,0.025
TRIP001,DRV107,2024-02-06 06:45:30,0.122,0.0
TRIP001,DRV107,2024-02-06 06:46:00,0.186,0.05
TRIP001,DRV107,2024-02-06 06:46:30,0.064,0.0
TRIP001,DRV107,2024-02-06 06:50:00,0.0,0.05
TRIP001,DRV107,2024-02-06 06:55:00,0.045,0.05
TRIP001,DRV107,2024-02-06 07:00:00,0.0,0.05
TRIP001,DRV107,2024-02-06 07:02:00,0.0,0.05
TRIP001,DRV107,2024-02-06 07:02:30,0.346,0.0
TRIP001,DRV107,2024-02-06 07:03:00,0.032,0.0
TRIP002,DRV188,2024-02-06 07:15:00,0.052,0.025
TRIP002,DRV188,2024-02-06 07:15:30,0.179,0.0
TRIP002,DRV188,2024-02-06 07:16:00,0.083,0.125
TRIP002,DRV188,2024-02-06 07:18:00,0.0,0.151
TRIP002,DRV188,2024-02-06 07:20:00,0.0,0.285
TRIP002,DRV188,2024-02-06 07:22:00,0.746,0.589
TRIP002,DRV188,2024-02-06 07:22:30,1.0,0.69
TRIP002,DRV188,2024-02-06 07:23:00,1.0,0.932
TRIP002,DRV188,2024-02-06 07:23:30,0.683,0.924
TRIP002,DRV188,2024-02-06 07:24:00,0.369,0.731
TRIP002,DRV188,2024-02-06 07:24:30,0.0,0.371
TRIP002,DRV188,2024-02-06 07:25:00,0.0,0.311
TRIP002,DRV188,2024-02-06 07:26:00,0.0,0.151
TRIP002,DRV188,2024-02-06 07:30:00,0.064,0.125
TRIP002,DRV188,2024-02-06 07:35:00,0.0,0.05
TRIP002,DRV188,2024-02-06 07:37:30,0.309,0.0
TRIP002,DRV188,2024-02-06 07:38:00,0.032,0.0
TRIP003,DRV003,2024-02-06 07:52:00,0.052,0.025
TRIP003,DRV003,2024-02-06 07:52:30,0.141,0.0
TRIP003,DRV003,2024-02-06 07:55:00,0.0,0.05
TRIP003,DRV003,2024-02-06 08:00:00,0.083,0.05
TRIP003,DRV003,2024-02-06 08:05:00,0.0,0.125
TRIP003,DRV003,2024-02-06 08:08:00,0.064,0.0
TRIP003,DRV003,2024-02-06 08:10:00,0.0,0.05
TRIP003,DRV003,2024-02-06 08:14:00,0.0,0.05
